ans,errr,ans2,errr2,ans3,errr3,Analytic
1.06877813424685,-0.00556123569545330,1.07437664366787,3.72737255698308e-5,1.07433914220885,-2.27733455204771e-7,1.0743393699423045
1.05740257156191,-0.00556411972865734,1.06300398612325,3.72948326787803e-5,1.06296646140759,-2.29882980429252e-7,1.0629666912905715
1.04625452013068,-0.00556468318966474,1.05185650719801,3.73038776693146e-5,1.05181897484977,-2.28470568464090e-7,1.0518192033203406
1.03532942972806,-0.00556301881765697,1.04092974835549,3.72998097699639e-5,1.04089222338911,-2.25156605804244e-7,1.0408924485457194
1.02462284113350,-0.00555921496317446,1.03021933933805,3.72832413750857e-5,1.03018183617638,-2.19920297750420e-7,1.0301820560966757
1.01413038431083,-0.00555335782126831,1.01972099641916,3.72542870579196e-5,1.01968352891097,-2.13221128753105e-7,1.0196837421320994
1.00384777662461,-0.00554553184110329,1.00943052069006,3.72122243401662e-5,1.00939310212716,-2.06338556241192e-7,1.0093933084657178
0.993770821092122,-0.00553582011065534,0.999343796380395,3.71551776172652e-5,0.999306439514241,-2.01688536649591e-7,0.9993066412027776
0.983895404670280,-0.00552430198575438,0.989456789212063,3.70825560288557e-5,0.989419506269940,-2.00386094606486e-7,0.9894197066560342
0.974217496576874,-0.00551104926709445,0.979765544785664,3.69989416955097e-5,0.979728347486453,-1.98357515523995e-7,0.9797285458439686
0.964733146645337,-0.00549613530492832,0.970266186998908,3.69050486429545e-5,0.970229086568425,-1.95381840373265e-7,0.970229281950265
0.955438483712430,-0.00547963168999854,0.960954916496330,3.68010939010288e-5,0.960917923682254,-1.91720174180787e-7,0.9609181154024286
0.946329714038181,-0.00546160824285868,0.951828009149702,3.66868686620947e-5,0.951791134236114,-1.88044925963915e-7,0.9517913222810401
0.937403119757418,-0.00544213321704246,0.942881814568538,3.65615940778330e-5,0.942845067390060,-1.85584400180794e-7,0.9428452529744603
0.928655057362269,-0.00542127230880940,0.934112754640081,3.64249690022467e-5,0.934076144595647,-1.85075431757831e-7,0.9340763296710789
0.920081956215024,-0.00539908643714759,0.925517322098208,3.62794460359028e-5,0.925480858164461,-1.84487711107906e-7,0.9254810426521717
0.911680317090724,-0.00537563639878980,0.917092079120663,3.61256311496305e-5,0.917055769864993,-1.83624520033732e-7,0.9170559534895134
0.903446710748909,-0.00535098129432110,0.908833655954074,3.59639108437060e-5,0.908797509547307,-1.82495923595205e-7,0.9087976920432302
0.895377776533931,-0.00532517847769132,0.900738749566183,3.57945545610416e-5,0.900702773794924,-1.81216698313946e-7,0.9007029550116222
0.887470221003252,-0.00529828365270657,0.892804122324773,3.56176688138810e-5,0.892768324603419,-1.80052539544562e-7,0.8927685046559589
0.879720816583187,-0.00527035068896764,0.885026600702742,3.54334305873172e-5,0.884990988085172,-1.79186982807167e-7,0.884991167272155
0.872126400251524,-0.00524143098011198,0.877403074008828,3.52427771924679e-5,0.877367653199768,-1.78031867248407e-7,0.8773678312316355
0.864683872246493,-0.00521157479053980,0.869930493143453,3.50461064202445e-5,0.869895270509542,-1.76527490958200e-7,0.8698954470370329
0.857390194801563,-0.00518083090255261,0.862605869379213,3.48436750968739e-5,0.862570850959759,-1.74744356873369e-7,0.8625710257041159
0.850242390905532,-0.00514924664355576,0.855426273165504,3.46356164165895e-5,0.855391464682955,-1.72866133185678e-7,0.8553916375490878
0.843237543087421,-0.00511686797131483,0.848388832956827,3.44218980911082e-5,0.848354239826946,-1.71231790413451e-7,0.8483544110587362
0.836372792225673,-0.00508373930258821,0.841490734064282,3.42025360209330e-5,0.841456361406053,-1.70122208653645e-7,0.8414565315282612
0.829645336381159,-0.00504990273807715,0.834729217529809,3.39784105727325e-5,0.834695070175064,-1.68944172429519e-7,0.8346952391192366
0.823052429653536,-0.00501539948292695,0.828101579022719,3.37498862558183e-5,0.828067661525504,-1.67610958889952e-7,0.8280678291364633
0.816591381060466,-0.00498026948578711,0.821605167758069,3.35172118165472e-5,0.821571484403751,-1.66142501978328e-7,0.8215716505462527
0.810259553439256,-0.00494455142562744,0.815237385436460,3.32805715758111e-5,0.815203940250577,-1.64614306408239e-7,0.8152041048648837
0.804054362370471,-0.00490828277546085,0.808995685204818,3.30400588856028e-5,0.808962481961696,-1.63184236456893e-7,0.808962645145932
0.797973275123062,-0.00487149974436296,0.802877570637762,3.27957703375459e-5,0.802844612868878,-1.61998546688302e-7,0.8028447748674247
0.792013809620601,-0.00483423682268347,0.796880594739135,3.25482958505319e-5,0.796847885741257,-1.60702026907877e-7,0.796848046443284
0.786173533428189,-0.00479652760188398,0.791002358963300,3.22979332271212e-5,0.790969901806399,-1.59223673246167e-7,0.7909700610300725
0.780450062759625,-0.00475840461789712,0.785240512255826,3.20448783044380e-5,0.785208309790764,-1.57586758309236e-7,0.7852084673775218
0.774841061504432,-0.00471989935551254,0.779592750113161,3.17892532161190e-5,0.779560804979160,-1.55880784724616e-7,0.7795609608599448
0.769344240274344,-0.00468104230898680,0.774056813660920,3.15310775899080e-5,0.774025128292833,-1.54290497711429e-7,0.7740252825833304
0.763957355468857,-0.00464186288664536,0.768630488750434,3.12703949320037e-5,0.768599065385797,-1.52969705236039e-7,0.768599218355502
0.758678208359480,-0.00460238870225871,0.763311605073175,3.10080114371836e-5,0.763280445759071,-1.51302667394937e-7,0.7632805970617382
0.753504644192290,-0.00456264683801655,0.758098035292727,3.07442624201126e-5,0.758067141892447,-1.49137859617454e-7,0.7580672910303065
0.748434551308444,-0.00452266357989561,0.752987694193931,3.04793055908581e-5,0.752957068393454,-1.46494885888693e-7,0.7529572148883398
0.743465860282275,-0.00448246437601019,0.747978537848891,3.02131906053660e-5,0.747948181163172,-1.43495113125169e-7,0.7479483246582854
0.738596543076630,-0.00444207390117546,0.743068562799483,2.99458216775905e-5,0.743038476578567,-1.40399238568456e-7,0.7430386169778052
0.733824612215097,-0.00440151612664630,0.738255805256053,2.96769143095510e-5,0.738225990691009,-1.37650734477468e-7,0.7382261283417434
0.729148119970795,-0.00436081439126657,0.733538340311983,2.94059499212906e-5,0.733508798440673,-1.35921389032845e-7,0.7335089343620618
0.724565157571379,-0.00431999006013650,0.728914281173806,2.91335422899497e-5,0.728885012886483,-1.34745033020245e-7,0.7288851476315158
0.720073854419952,-0.00427906331507300,0.724381778406564,2.88606715396211e-5,0.724352784451313,-1.33283711512000e-7,0.7243529177350247
0.715672377331553,-0.00423805436164448,0.719939019194114,2.85875009171654e-5,0.719910300182131,-1.31511065926126e-7,0.7199104316931972
0.711358929784922,-0.00419698269703150,0.715584226614071,2.83141321177904e-5,0.715555783024792,-1.29457161657243e-7,0.7155559124819532
0.707131751189223,-0.00415586715843008,0.711315658927112,2.80405794590433e-5,0.711287491113190,-1.27234463409565e-7,0.7112876183476533
0.702989116165439,-0.00411472597547236,0.707131608880356,2.77667394443792e-5,0.707103717072494,-1.25068417289320e-7,0.7071038421409112
