ans,errr,ans2,errr2,ans3,errr3,Analytic
0.398316240545822,0.000688287290991685,0.397637026334859,9.07308002862095e-6,0.397627937683855,-1.55709751203936e-8,0.39762795325482997
0.406811832868793,0.000713810456071828,0.406107122903380,9.10049065877550e-6,0.406098003064910,-1.93478112975320e-8,0.40609802241272114
0.415246179554777,0.000739335942979702,0.414515960544506,9.11693270938541e-6,0.414506817962595,-2.56492017625121e-8,0.4145068436117969
0.423618741310038,0.000764839200643019,0.422863025267211,9.12315781553819e-6,0.422853868187957,-3.39214385469688e-8,0.42285390210939516
0.431929021560497,0.000790297876748336,0.431147845036628,9.12135287911564e-6,0.431138681499245,-4.21845038900415e-8,0.4311387236837487
0.440176565713172,0.000815692430665815,0.439369989011285,9.11572877831945e-6,0.439360826840096,-4.64424103618910e-8,0.4393608732825063
0.448360960374960,0.000840999755323646,0.447529066741114,9.10612147703160e-6,0.447519913538477,-4.70811593600295e-8,0.44751996061963667
0.456481832532530,0.000866195291413629,0.455624727329934,9.09008881749829e-6,0.455615590470078,-4.67710383200703e-8,0.45561563724111653
0.464538848697051,0.000891257463792428,0.463656658566009,9.06733275052307e-6,0.463647545189753,-4.60435053972752e-8,0.46364759123325866
0.472531714017409,0.000916165135452673,0.471624586024214,9.03714225819474e-6,0.471615503034547,-4.58474091469263e-8,0.4716155488819561
0.480460171365470,0.000940898085570185,0.479528272143247,8.99886334704281e-6,0.479519226201732,-4.70781677530674e-8,0.47951927327989996
0.488324000396866,0.000965438348042358,0.487367515281216,8.95323239225032e-6,0.487358512805195,-4.92436292298670e-8,0.487358562048824
0.496123016590658,0.000989768548704972,0.495142148752831,8.90071087866762e-6,0.495133195913384,-5.21285684618178e-8,0.4951332480419527
0.503857070271129,0.00101387270338249,0.502852039851296,8.84228354969263e-6,0.502843142571935,-5.49958113493787e-8,0.5028431975677465
0.511526045614846,0.00103773636244964,0.510497088857889,8.77960549283685e-6,0.510488252813938,-5.64384585732824e-8,0.5104883092523964
0.519129859645974,0.00106134373882982,0.518077228042081,8.71213493747192e-6,0.518068458660710,-5.72464335935052e-8,0.5180685159071439
0.526668461222729,0.00108468008191476,0.525592420654912,8.63951409779684e-6,0.525583723115792,-5.80250228976453e-8,0.5255837811408146
0.534141830017706,0.00110773207949622,0.533042659918211,8.56198000187547e-6,0.533034039154741,-5.87834687593158e-8,0.5330340979382096
0.541549975494663,0.00113048730692056,0.540427968012107,8.47982436447126e-6,0.540419428713188,-5.94745542814579e-8,0.5404194881877427
0.548892935884249,0.00115293407310291,0.547748395063141,8.39325199497587e-6,0.547739941675454,-6.01356924256891e-8,0.5477400018111465
0.556170777160965,0.00117506133381229,0.555004018135156,8.30230800319409e-6,0.554995654865900,-6.09612534896442e-8,0.554995715827153
0.563383592023556,0.00119685906412814,0.562194940224989,8.20726556172158e-6,0.562186671045055,-6.19143729618798e-8,0.5621867329594277
0.570531498880862,0.00121831818066276,0.569321289264878,8.10856467947652e-6,0.569313117912415,-6.27877839720625e-8,0.5693131807001988
0.577614640845033,0.00123943046670727,0.576383217133335,8.00675500911563e-6,0.576375147117674,-6.32606513839562e-8,0.5763752103783255
0.584633184733867,0.00126018771659253,0.583380898676123,7.90165884867466e-6,0.583372933282029,-6.37352454146978e-8,0.5833729970172744
0.591587320083898,0.00128058274668752,0.590314530738846,7.79340163514775e-6,0.590306673031054,-6.43061567329184e-8,0.5903067373372106
0.598477258175736,0.00130060925130548,0.597184331212510,7.68228807968008e-6,0.597176584040528,-6.48839023620340e-8,0.5971766489244307
0.605303231073023,0.00132026174811872,0.603990538093334,7.56876842955556e-6,0.603982904096471,-6.52284340985076e-8,0.6039829693249047
0.612065490676255,0.00133953507683426,0.610733408557923,7.45295850212990e-6,0.610725890170514,-6.54289067369973e-8,0.6107259555994208
0.618764307792586,0.00135842458885327,0.617413218054842,7.33485110859800e-6,0.617405817511650,-6.56920827735163e-8,0.617405883203733
0.625399971222637,0.00137692647972487,0.624030259413493,7.21467058084624e-6,0.624022978755251,-6.59876616682098e-8,0.6240230447429123
0.631972786865190,0.00139503762054860,0.630584841971108,7.09272646570724e-6,0.630577683050175,-6.61944671298542e-8,0.6305777492446418
0.638483076840575,0.00141275543278419,0.637077290718549,6.96931075816476e-6,0.637070255204672,-6.62031196529966e-8,0.6370703214077913
0.644931178633426,0.00143007755182722,0.643507945465551,6.84438395281983e-6,0.643501034851685,-6.62299131093391e-8,0.6435011010815984
0.651317444255403,0.00144700233614858,0.649877160025892,6.71810663810390e-6,0.649870375634084,-6.62851702415423e-8,0.6498704419192539
0.657642239428387,0.00146352870370836,0.656185301422954,6.59069827491088e-6,0.656178644410245,-6.63144337220700e-8,0.6561787107246787
0.663905942788551,0.00147965609394962,0.662432749116004,6.46242140234232e-6,0.662426220480353,-6.62142481955286e-8,0.6624262866946014
0.670108945111639,0.00149538403655336,0.668619894247481,6.33317239562281e-6,0.668613494833678,-6.62414078034246e-8,0.6686135610750857
0.676251648559718,0.00151071261480984,0.674747138911486,6.20296657760644e-6,0.674740869417042,-6.65278664380153e-8,0.6747409359449085
0.682334465949574,0.00152564247696307,0.680814895443605,6.07197099422585e-6,0.680808756424613,-6.70479974873572e-8,0.6808088234726106
0.688357820042867,0.00154017475209833,0.686823585732151,5.94044138191308e-6,0.686817577609092,-6.76816764855204e-8,0.6868176452907686
0.694322142858108,0.00155431106666593,0.692773640550824,5.80875938149816e-6,0.692767763614314,-6.81771286092925e-8,0.6927678317914424
0.700227875004436,0.00156805355315670,0.698665498912761,5.67746148183446e-6,0.698659753329221,-6.81220584386466e-8,0.698659821451279
0.706075465037140,0.00158140399240081,0.704499607445873,5.54640113403781e-6,0.704493993263121,-6.77816180960633e-8,0.7044940610447391
0.711865368834826,0.00159436439287619,0.710276419789349,5.41534739872951e-6,0.710270936942097,-6.74998523741976e-8,0.7102710044419498
0.717598048998055,0.00160693739826456,0.715996396011132,5.28441134195479e-6,0.715991044326388,-6.72734025153332e-8,0.7159911115997905
0.723273974269268,0.00161912594757752,0.721660002046175,5.15372448472995e-6,0.721654781248527,-6.70731640228794e-8,0.7216548483216907
0.728893618973759,0.00163093326600394,0.727267709155197,5.02344744179872e-6,0.727262618871994,-6.68357611477433e-8,0.7272626857077552
0.734457462481424,0.00164236285649366,0.732819993403684,4.89377875367847e-6,0.732815033170097,-6.64548333029202e-8,0.7328150996249303
0.739965988688990,0.00165341833867694,0.738317335160815,4.76481050226685e-6,0.738312504424770,-6.59255428026029e-8,0.7383125703503127
0.745419685522393,0.00166410342869738,0.743760218617977,4.63652428095429e-6,0.743755516744964,-6.53487316482071e-8,0.7437555820936961
0.750819044458961,0.00167442213458202,0.749149131326518,4.50900213966321e-6,0.749144557604272,-6.47201068293413e-8,0.7491446223243785
0.756164560069008,0.00168437862537529,0.754484563754362,4.38231072941164e-6,0.754480117397404,-6.40462282097687e-8,0.7544801814436324
0.761456729576480,0.00169397720790310,0.759767008861091,4.25649251356575e-6,0.759762689015145,-6.33534318339457e-8,0.759762752368577
0.766696052438214,0.00170322230134101,0.764996961691094,4.13155422096523e-6,0.764992767437361,-6.26995124708429e-8,0.7649928301368735
0.771883029941405,0.00171211850688080,0.770174918984365,4.00754984020146e-6,0.770170849343659,-6.20908661153052e-8,0.7701709114345247
0.777018164818844,0.00172067070994153,0.775301378804508,3.88469560619331e-6,0.775297432741262,-6.13676404137564e-8,0.7752974941089023
0.782101960881484,0.00172888375932667,0.780376840183544,3.76306138649696e-6,0.780373016609672,-6.05124849117900e-8,0.7803730771221571
